date,temperature_c,humidity_pct,wind_speed_kmh,solar_radiation_w_m2,pressure_hpa,rainfall_mm,heat_index_c,wbgt_c,apparent_temperature_c,thermal_stress_score,thermal_stress_level,heatwave
2020-07-08 18:00:00,38.9,64.4,14.2,447.0,1008.9,3.8,40.4,37.7,46.9,35.45,Moderate,0
2020-07-09 00:00:00,30.0,82.7,5.4,802.0,1004.9,0.2,33.5,30.7,36.5,39.18,High,0
2020-07-09 06:00:00,34.9,23.3,15.8,458.0,1013.1,0.2,34.2,32.7,32.1,21.88,Low,0
2020-07-09 12:00:00,50.0,37.7,7.9,481.0,996.8,1.2,50.9,46.8,59.7,34.37,Moderate,1
2020-07-09 18:00:00,33.3,86.7,10.3,903.0,987.3,2.1,36.4,33.9,41.9,42.11,High,0
2020-07-10 00:00:00,42.0,20.7,2.3,677.0,995.3,0.7,42.8,39.2,43.1,28.94,Moderate,1
2020-07-10 06:00:00,29.1,35.1,14.9,966.0,1015.7,0.2,29.1,28.4,26.9,26.2,Low,0
2020-07-10 12:00:00,33.8,91.9,35.0,865.0,1003.5,1.1,34.2,34.5,38.9,38.06,High,0
2020-07-10 18:00:00,46.4,66.0,7.1,328.0,1005.9,0.6,48.8,44.4,63.3,38.63,High,1
2020-07-11 00:00:00,29.6,39.6,10.2,797.0,994.5,0.7,30.4,28.8,29.0,27.4,Low,0
2020-07-11 06:00:00,46.7,25.0,11.1,931.0,1005.7,1.6,46.6,43.8,49.1,32.59,Moderate,1
2020-07-11 12:00:00,39.0,22.1,3.2,933.0,994.8,3.3,39.7,36.8,39.5,30.59,Moderate,0
2020-07-11 18:00:00,30.1,38.4,4.0,797.0,996.2,1.2,31.5,29.2,30.7,28.74,Moderate,0
2020-07-12 00:00:00,38.4,86.1,13.5,792.0,1001.0,1.7,41.1,38.4,50.9,42.64,High,0
2020-07-12 06:00:00,40.8,51.2,5.0,474.0,1009.5,1.6,42.8,39.0,48.8,34.28,Moderate,1
2020-07-12 12:00:00,38.4,74.0,7.9,341.0,1010.5,1.2,41.2,37.5,49.3,37.18,Moderate,0
2020-07-12 18:00:00,23.0,88.9,10.3,462.0,1010.8,0.6,26.2,24.3,25.2,34.19,Moderate,0
2020-07-13 00:00:00,28.9,50.6,13.8,134.0,989.1,0.7,29.8,27.9,28.8,24.14,Low,0
2020-07-13 06:00:00,32.3,34.3,8.2,886.0,1004.9,0.6,33.0,31.2,32.2,28.32,Moderate,0
2020-07-13 12:00:00,33.5,58.8,8.4,479.0,1003.0,3.7,35.4,32.7,37.9,32.98,Moderate,0
2020-07-13 18:00:00,38.3,88.1,35.0,873.0,989.7,2.6,38.5,38.4,47.0,39.72,High,0
2020-07-14 00:00:00,35.2,80.3,17.4,242.0,1005.2,1.3,37.1,34.7,42.8,34.7,Moderate,0
2020-07-14 06:00:00,24.7,24.9,7.2,821.0,1002.5,3.6,25.1,23.9,21.8,23.32,Low,0
2020-07-14 12:00:00,36.7,71.9,8.4,426.0,1010.1,3.3,39.3,36.0,45.7,37.16,Moderate,0
2020-07-14 18:00:00,38.3,62.9,28.0,229.0,1005.8,3.9,38.1,36.9,42.8,30.44,Moderate,0
2020-07-15 00:00:00,37.9,88.1,13.9,957.0,999.5,0.4,40.6,38.2,50.3,43.62,High,0
2020-07-15 06:00:00,41.6,29.2,18.9,827.0,1014.3,1.9,40.8,39.3,41.6,29.11,Moderate,0
2020-07-15 12:00:00,39.8,60.1,7.1,603.0,982.8,1.4,42.0,38.5,48.8,36.53,Moderate,0
2020-07-15 18:00:00,37.2,86.0,6.5,558.0,1004.4,2.0,40.7,37.0,49.9,41.83,High,0
2020-07-16 00:00:00,33.5,50.8,23.8,660.0,987.4,0.5,33.2,32.6,33.5,28.14,Moderate,0
2020-07-16 06:00:00,22.4,56.1,8.9,599.0,995.9,1.8,24.1,22.7,21.7,27.45,Low,0
2020-07-16 12:00:00,37.0,25.3,8.8,352.0,1010.2,0.8,37.2,34.5,36.5,24.14,Low,0
2020-07-16 18:00:00,35.5,40.9,6.7,447.0,992.3,2.7,36.7,33.8,38.0,29.16,Moderate,0
2020-07-17 00:00:00,35.9,44.3,18.4,1040.0,990.8,2.4,35.9,34.9,36.9,32.19,Moderate,0
2020-07-17 06:00:00,25.1,90.9,10.7,1100.0,1028.8,0.4,28.4,26.9,28.5,40.27,High,0
2020-07-17 12:00:00,26.4,41.2,3.8,941.0,991.4,0.3,28.0,26.1,26.3,28.58,Moderate,0
2020-07-17 18:00:00,41.4,54.6,6.2,670.0,1021.5,1.9,43.4,39.8,50.4,36.73,Moderate,1
2020-07-18 00:00:00,33.7,70.3,21.0,466.0,1003.3,1.2,34.7,33.3,37.7,32.46,Moderate,0
2020-07-18 06:00:00,38.8,32.2,10.9,350.0,999.8,1.2,39.1,36.4,40.0,26.38,Low,0
2020-07-18 12:00:00,34.2,56.5,18.6,367.0,1010.7,2.1,34.8,33.1,36.6,29.28,Moderate,0
2020-07-18 18:00:00,34.2,75.4,12.3,412.0,1018.4,2.9,36.5,33.8,41.1,35.88,Moderate,0
2020-07-19 00:00:00,40.6,85.0,4.2,1088.0,993.5,0.4,44.3,40.6,57.1,46.98,High,1
2020-07-19 06:00:00,30.4,67.0,13.2,1002.0,999.9,1.2,32.2,30.7,33.4,35.72,Moderate,0
2020-07-19 12:00:00,34.7,70.2,9.1,737.0,1013.5,2.6,37.1,34.4,41.7,37.78,Moderate,0
2020-07-19 18:00:00,30.8,29.5,6.3,310.0,1007.9,3.1,31.5,29.1,29.9,23.38,Low,0
2020-07-20 00:00:00,31.0,90.9,6.7,773.0,1016.0,0.5,34.7,31.9,39.1,41.31,High,0
2020-07-20 06:00:00,31.8,29.9,18.3,490.0,1010.2,0.2,31.1,30.2,28.9,21.87,Low,0
2020-07-20 12:00:00,35.6,78.1,11.2,50.0,1023.1,0.4,38.2,34.8,44.3,33.82,Moderate,0
2020-07-20 18:00:00,30.6,39.9,10.6,622.0,1006.8,4.4,31.3,29.6,30.3,27.83,Low,0
2020-07-21 00:00:00,42.8,90.0,25.3,340.0,1007.2,0.9,44.3,42.0,59.2,39.56,High,1
2020-07-21 06:00:00,27.7,74.0,5.5,348.0,1008.2,0.8,30.7,27.9,31.7,32.76,Moderate,0
2020-07-21 12:00:00,32.7,76.5,8.8,487.0,1003.6,0.0,35.5,32.6,39.4,35.73,Moderate,0
2020-07-21 18:00:00,30.9,36.4,5.9,425.0,1013.5,0.1,32.0,29.5,31.1,25.05,Low,0
2020-07-22 00:00:00,44.1,53.2,13.1,541.0,1007.4,1.7,45.2,42.1,53.5,35.18,Moderate,1
2020-07-22 06:00:00,35.4,66.3,10.7,529.0,1012.9,1.3,37.4,34.7,41.8,34.79,Moderate,0
2020-07-22 12:00:00,41.2,77.7,7.2,81.0,1014.4,1.3,44.2,39.9,55.9,37.59,Moderate,1
2020-07-22 18:00:00,23.6,27.8,7.9,930.0,1009.3,0.2,24.0,23.1,20.7,23.04,Low,0
2020-07-23 00:00:00,35.9,92.2,17.1,304.0,1010.0,0.7,38.5,35.8,46.5,38.31,High,0
2020-07-23 06:00:00,40.2,86.8,20.0,312.0,994.9,2.5,42.1,39.5,53.6,39.01,High,1
2020-07-23 12:00:00,34.6,40.3,6.2,468.0,999.5,0.3,35.9,33.0,36.7,28.02,Moderate,0
2020-07-23 18:00:00,41.5,81.7,35.0,523.0,1013.4,3.2,41.4,40.7,52.1,37.14,Moderate,0
2020-07-24 00:00:00,30.4,58.9,3.1,915.0,1019.2,0.2,33.0,30.3,34.2,34.72,Moderate,0
2020-07-24 06:00:00,43.9,54.6,4.1,617.0,985.6,0.3,46.1,42.0,55.3,37.32,Moderate,1
2020-07-24 12:00:00,50.0,43.6,7.6,692.0,999.3,1.0,51.3,47.2,62.2,37.42,Moderate,1
2020-07-24 18:00:00,31.5,63.6,5.3,619.0,1005.2,4.4,34.0,31.2,36.1,35.2,Moderate,0
2020-07-25 00:00:00,30.9,74.7,4.8,608.0,996.2,0.6,34.1,31.0,36.9,36.39,Moderate,0
2020-07-25 06:00:00,44.2,50.8,19.7,627.0,996.8,1.6,44.4,42.2,51.7,33.91,Moderate,1
2020-07-25 12:00:00,45.1,67.2,13.4,67.0,1009.7,1.3,46.9,43.0,59.8,35.37,Moderate,1
2020-07-25 18:00:00,30.3,72.4,10.0,488.0,1020.8,0.2,32.7,30.3,34.6,33.46,Moderate,0
2020-07-26 00:00:00,31.1,73.3,6.3,841.0,984.7,0.4,34.0,31.4,36.8,37.51,Moderate,0
2020-07-26 06:00:00,32.0,23.9,4.2,1100.0,1003.3,4.0,32.7,30.7,30.9,29.18,Moderate,0
2020-07-26 12:00:00,24.6,84.5,4.1,249.0,1009.6,0.3,28.3,25.3,28.4,33.35,Moderate,0
2020-07-26 18:00:00,27.6,54.4,19.6,656.0,1012.8,1.8,28.0,27.4,26.4,27.65,Low,0
2020-07-27 00:00:00,27.0,39.7,19.1,407.0,1008.2,5.0,26.7,26.1,23.9,23.06,Low,0
2020-07-27 06:00:00,28.6,38.1,7.8,1062.0,1022.6,0.2,29.6,28.1,28.0,28.87,Moderate,0
2020-07-27 12:00:00,33.8,56.2,2.9,212.0,1005.3,0.8,36.3,32.6,39.0,30.55,Moderate,0
2020-07-27 18:00:00,35.6,86.5,14.2,706.0,1018.1,0.4,38.2,35.8,45.4,40.24,High,0
2020-07-28 00:00:00,44.9,48.4,7.8,198.0,998.5,0.4,46.4,42.3,54.5,32.37,Moderate,1
2020-07-28 06:00:00,27.0,76.2,17.6,470.0,1005.6,0.2,28.7,27.4,28.5,31.28,Moderate,0
2020-07-28 12:00:00,40.9,27.3,4.0,541.0,992.9,1.6,41.8,38.3,43.1,29.05,Moderate,0
2020-07-28 18:00:00,32.5,55.7,9.9,817.0,1014.0,2.1,34.1,32.0,35.5,33.43,Moderate,0
2020-07-29 00:00:00,33.7,94.4,3.7,281.0,1003.8,1.7,38.0,33.9,45.2,40.73,High,0
2020-07-29 06:00:00,38.7,77.8,5.4,716.0,1008.6,3.9,41.9,38.3,51.2,42.52,High,0
2020-07-29 12:00:00,26.1,35.8,5.3,555.0,1001.9,0.2,27.3,25.3,25.1,23.87,Low,0
2020-07-29 18:00:00,36.7,57.6,7.7,618.0,1010.9,0.6,38.7,35.7,42.9,34.22,Moderate,0
2020-07-30 00:00:00,35.2,37.5,20.7,790.0,1009.0,0.6,34.6,33.8,34.2,27.21,Low,0
2020-07-30 06:00:00,37.4,50.7,10.3,229.0,995.1,0.4,38.7,35.7,42.1,29.3,Moderate,0
2020-07-30 12:00:00,36.0,78.5,15.7,753.0,995.6,0.2,38.0,35.9,44.3,38.4,High,0
2020-07-30 18:00:00,50.0,77.8,9.9,408.0,1004.7,1.0,52.7,48.1,75.6,43.38,High,1
2020-07-31 00:00:00,29.5,37.1,6.9,824.0,1011.6,2.7,30.5,28.7,29.2,28.3,Moderate,0
2020-07-31 06:00:00,30.3,89.2,1.5,634.0,1023.6,4.6,34.6,31.0,38.7,42.0,High,0
2020-07-31 12:00:00,29.6,64.4,4.2,498.0,1008.0,0.2,32.3,29.4,33.6,32.38,Moderate,0
2020-07-31 18:00:00,30.1,48.5,9.3,402.0,1015.1,2.6,31.4,29.2,31.1,27.74,Low,0
2020-08-01 00:00:00,29.5,57.6,10.5,756.0,988.9,2.6,31.1,29.3,31.3,32.15,Moderate,0
2020-08-01 06:00:00,42.3,65.4,17.6,865.0,1025.1,0.7,43.5,41.2,52.8,38.6,High,1
2020-08-01 12:00:00,43.9,62.0,2.2,417.0,1011.1,0.2,46.7,42.1,57.9,38.01,High,1
2020-08-01 18:00:00,30.0,56.5,32.6,267.0,1004.5,6.9,28.9,29.2,27.5,25.52,Low,0
2020-08-02 00:00:00,28.2,57.9,1.5,724.0,1003.4,1.6,30.9,28.1,31.2,32.86,Moderate,0
2020-08-02 06:00:00,37.3,33.2,8.9,188.0,993.9,6.0,37.9,34.9,38.5,26.82,Low,0
2020-08-02 12:00:00,30.1,81.0,6.0,224.0,996.8,1.0,33.4,30.1,36.3,34.62,Moderate,0
2020-08-02 18:00:00,38.4,60.6,4.2,284.0,1024.1,0.8,40.9,37.0,47.1,34.0,Moderate,0
2020-08-03 00:00:00,35.4,29.8,24.3,446.0,995.1,0.4,34.0,33.3,32.3,22.0,Low,0
2020-08-03 06:00:00,23.4,77.5,6.2,216.0,994.9,6.2,26.5,24.0,25.5,32.46,Moderate,0
2020-08-03 12:00:00,44.8,89.9,2.1,65.0,998.0,0.4,49.0,43.5,68.4,42.84,High,1
2020-08-03 18:00:00,46.6,91.0,3.3,266.0,993.0,0.0,50.8,45.4,73.0,45.06,High,1
2020-08-04 00:00:00,29.7,47.7,19.0,711.0,1005.2,1.1,29.8,29.1,28.5,27.21,Low,0
2020-08-04 06:00:00,31.3,30.2,3.4,232.0,1015.9,0.7,32.4,29.5,31.2,22.94,Low,0
2020-08-04 12:00:00,36.0,58.9,2.7,465.0,998.9,0.5,38.6,34.9,43.0,34.05,Moderate,0
2020-08-04 18:00:00,36.3,28.4,10.6,1037.0,991.3,1.5,36.4,34.7,35.9,29.62,Moderate,0
2020-08-05 00:00:00,38.6,90.0,7.6,538.0,1007.9,0.7,42.2,38.4,53.4,42.63,High,0
2020-08-05 06:00:00,48.1,33.8,12.7,636.0,1004.4,0.8,48.3,45.1,54.1,32.6,Moderate,1
2020-08-05 12:00:00,32.8,39.0,6.9,313.0,1015.0,0.0,33.9,31.2,33.8,25.48,Low,0
2020-08-05 18:00:00,28.4,50.5,15.1,1091.0,1000.5,1.3,29.1,28.4,27.9,31.02,Moderate,0
2020-08-06 00:00:00,24.3,48.7,3.0,415.0,1002.4,0.2,26.4,24.0,24.6,25.69,Low,0
2020-08-06 06:00:00,28.9,79.6,2.5,493.0,1003.5,0.4,32.6,29.3,34.8,36.24,Moderate,0
2020-08-06 12:00:00,33.8,54.2,11.3,879.0,1005.9,1.9,35.2,33.2,37.0,33.76,Moderate,0
2020-08-06 18:00:00,46.6,32.8,7.6,505.0,1001.1,0.6,47.3,43.6,52.3,31.65,Moderate,1
2020-08-07 00:00:00,30.4,40.0,6.6,562.0,999.5,0.3,31.6,29.3,30.8,26.68,Low,0
2020-08-07 06:00:00,35.6,58.2,14.2,480.0,986.5,1.3,36.8,34.6,40.0,31.78,Moderate,0
2020-08-07 12:00:00,33.9,31.1,35.0,481.0,999.3,0.4,31.3,32.1,28.5,19.78,Low,0
2020-08-07 18:00:00,42.3,65.9,2.5,643.0,1012.2,0.5,45.3,41.0,55.9,40.01,High,1
2020-08-08 00:00:00,50.0,62.4,21.2,688.0,1013.5,1.5,50.6,47.9,67.2,39.54,High,1
2020-08-08 06:00:00,30.3,73.6,14.6,389.0,1000.3,2.0,32.2,30.2,33.9,32.73,Moderate,0
2020-08-08 12:00:00,30.6,90.3,6.4,358.0,1018.0,2.0,34.3,31.1,38.4,38.45,High,0
2020-08-08 18:00:00,41.3,88.4,25.5,398.0,1004.7,1.0,42.7,40.7,55.3,38.92,High,1
2020-08-09 00:00:00,38.8,91.0,3.3,200.0,991.6,0.9,43.0,38.3,54.8,41.36,High,0
2020-08-09 06:00:00,46.9,38.4,12.4,152.0,988.5,2.3,47.3,43.7,53.8,30.17,Moderate,1
2020-08-09 12:00:00,38.1,29.9,8.1,624.0,1017.2,0.3,38.6,36.0,39.1,27.78,Low,0
2020-08-09 18:00:00,31.5,42.7,6.4,785.0,1001.3,0.2,32.9,30.6,32.7,29.53,Moderate,0
2020-08-10 00:00:00,38.1,87.1,3.7,768.0,992.9,1.6,42.0,38.1,52.4,44.5,High,0
2020-08-10 06:00:00,41.8,92.9,35.0,50.0,982.4,0.8,42.2,40.9,55.8,35.69,Moderate,1
2020-08-10 12:00:00,39.7,84.4,6.4,489.0,1001.0,1.9,43.2,39.2,54.6,42.02,High,0
2020-08-10 18:00:00,37.6,28.3,0.9,274.0,1009.0,0.4,38.9,35.1,39.5,26.01,Low,0
2020-08-11 00:00:00,41.5,91.1,16.2,586.0,998.0,0.6,44.1,41.1,58.3,42.82,High,1
2020-08-11 06:00:00,42.2,51.8,11.7,446.0,994.5,3.4,43.4,40.2,50.0,34.14,Moderate,1
2020-08-11 12:00:00,43.7,20.7,7.6,698.0,999.5,0.8,43.8,40.8,44.3,28.84,Moderate,1
2020-08-11 18:00:00,38.5,53.2,7.0,545.0,1017.4,1.3,40.3,37.1,45.0,33.77,Moderate,0
2020-08-12 00:00:00,32.8,23.5,8.8,76.0,991.1,0.2,32.9,30.4,30.9,19.51,Low,0
2020-08-12 06:00:00,35.0,60.8,16.3,308.0,998.6,0.3,36.1,33.9,39.1,30.1,Moderate,0
2020-08-12 12:00:00,42.4,45.4,11.8,551.0,1017.1,0.1,43.3,40.3,48.6,32.24,Moderate,1
2020-08-12 18:00:00,28.3,55.5,13.2,573.0,1009.9,0.8,29.5,28.0,28.8,28.55,Moderate,0
2020-08-13 00:00:00,36.6,66.0,13.2,199.0,1006.8,6.8,38.3,35.4,43.4,34.2,Moderate,0
2020-08-13 06:00:00,31.2,85.2,16.8,166.0,998.5,3.1,33.4,31.2,36.7,34.31,Moderate,0
2020-08-13 12:00:00,34.2,69.6,20.0,564.0,1005.3,1.5,35.3,33.8,38.6,33.54,Moderate,0
2020-08-13 18:00:00,42.9,52.6,5.5,199.0,999.6,3.0,44.9,40.6,52.7,33.9,Moderate,1
2020-08-14 00:00:00,35.3,81.5,10.6,133.0,996.4,1.4,38.1,34.8,44.6,35.63,Moderate,0
2020-08-14 06:00:00,34.3,87.9,19.4,439.0,994.2,0.7,36.4,34.4,42.2,37.07,Moderate,0
2020-08-14 12:00:00,24.5,29.0,5.5,428.0,1012.8,0.3,25.3,23.5,22.4,20.49,Low,0
2020-08-14 18:00:00,39.2,59.9,22.3,330.0,1004.4,1.6,39.5,37.7,44.8,31.19,Moderate,0
2020-08-15 00:00:00,38.5,41.3,5.4,374.0,1008.1,0.3,39.9,36.5,42.7,29.48,Moderate,0
2020-08-15 06:00:00,49.1,23.5,12.1,553.0,1006.5,0.8,48.8,45.6,51.9,29.98,Moderate,1
2020-08-15 12:00:00,31.8,70.1,7.7,370.0,1009.4,2.6,34.4,31.4,37.1,33.98,Moderate,0
2020-08-15 18:00:00,35.5,84.7,6.7,568.0,1002.5,0.2,38.9,35.5,46.3,40.14,High,0
2020-08-16 00:00:00,35.7,32.2,12.7,455.0,1000.2,0.2,35.8,33.7,35.4,25.06,Low,0
2020-08-16 06:00:00,45.0,80.9,20.1,592.0,996.8,0.4,46.6,43.9,62.6,41.04,High,1
2020-08-16 12:00:00,33.3,84.0,7.5,770.0,990.9,1.2,36.6,33.7,42.0,40.68,High,0
2020-08-16 18:00:00,36.0,88.6,21.3,760.0,993.8,0.4,37.9,36.3,45.2,39.93,High,0
2020-08-17 00:00:00,38.3,39.9,5.3,872.0,1001.3,1.0,39.7,36.7,42.1,33.04,Moderate,0
2020-08-17 06:00:00,35.3,87.8,20.3,760.0,989.0,0.5,37.3,35.6,43.9,39.65,High,0
2020-08-17 12:00:00,30.9,44.0,10.1,610.0,991.2,1.1,31.9,30.0,31.4,27.85,Low,0
2020-08-17 18:00:00,35.4,61.4,11.6,442.0,1015.4,0.5,37.1,34.5,40.7,32.45,Moderate,0
2020-08-18 00:00:00,41.5,23.8,3.6,453.0,1007.2,5.9,42.3,38.6,43.0,29.37,Moderate,1
2020-08-18 06:00:00,26.8,23.3,6.5,331.0,1000.5,1.0,27.2,25.3,24.2,19.42,Low,0
2020-08-18 12:00:00,34.9,74.0,9.1,551.0,1027.7,2.0,37.5,34.6,42.7,37.22,Moderate,0
2020-08-18 18:00:00,29.1,53.3,18.7,724.0,988.5,1.8,29.5,28.8,28.5,28.74,Moderate,0
2020-08-19 00:00:00,42.4,39.2,8.0,369.0,1014.8,1.0,43.4,39.9,47.6,30.4,Moderate,1
2020-08-19 06:00:00,23.3,34.3,4.9,541.0,1003.9,0.4,24.4,22.7,21.6,22.28,Low,0
2020-08-19 12:00:00,30.1,70.2,11.0,381.0,1012.9,1.1,32.3,29.9,33.8,32.14,Moderate,0
2020-08-19 18:00:00,36.6,20.0,30.2,602.0,1006.1,1.7,34.0,34.2,30.8,20.54,Low,0
2020-08-20 00:00:00,45.0,80.4,11.8,413.0,986.3,0.9,47.6,43.7,64.0,41.4,High,1
2020-08-20 06:00:00,33.5,25.9,7.9,365.0,1006.0,0.1,33.8,31.4,32.4,22.74,Low,0
2020-08-20 12:00:00,30.1,34.4,11.0,380.0,1008.4,0.0,30.5,28.7,28.8,22.8,Low,0
2020-08-20 18:00:00,47.2,49.0,4.6,676.0,983.1,0.6,49.1,44.9,59.6,37.85,Moderate,1
2020-08-21 00:00:00,23.9,56.4,23.2,526.0,1024.4,0.2,23.9,24.0,20.9,24.23,Low,0
2020-08-21 06:00:00,18.6,46.6,23.0,443.0,1008.1,3.5,18.2,18.8,13.4,19.97,Low,0
2020-08-21 12:00:00,37.1,44.1,4.5,615.0,1011.7,0.3,38.8,35.5,41.4,31.54,Moderate,0
2020-08-21 18:00:00,30.5,92.3,22.6,446.0,993.3,0.8,32.4,31.1,35.4,35.9,Moderate,0
2020-08-22 00:00:00,26.9,68.1,11.1,832.0,1011.9,1.9,29.0,27.4,28.7,33.82,Moderate,0
2020-08-22 06:00:00,39.0,21.8,14.8,307.0,1015.9,2.5,38.3,36.2,37.1,23.22,Low,0
2020-08-22 12:00:00,35.7,52.3,9.3,503.0,1007.5,1.0,37.2,34.5,39.9,31.4,Moderate,0
2020-08-22 18:00:00,30.1,85.6,9.8,199.0,1004.9,0.3,33.2,30.3,36.2,34.58,Moderate,0
2020-08-23 00:00:00,25.0,42.6,5.8,463.0,996.1,0.5,26.4,24.5,24.3,24.39,Low,0
2020-08-23 06:00:00,40.1,27.1,4.6,130.0,1002.8,0.8,40.9,37.2,41.8,25.16,Low,0
2020-08-23 12:00:00,38.6,76.9,4.4,737.0,999.9,0.7,41.9,38.2,51.0,41.49,High,0
2020-08-23 18:00:00,33.3,65.5,19.1,742.0,1010.7,0.6,34.3,33.0,36.6,33.32,Moderate,0
2020-08-24 00:00:00,46.9,62.8,10.6,746.0,996.5,0.2,48.8,45.2,62.6,40.35,High,1
2020-08-24 06:00:00,26.5,24.0,4.7,557.0,1010.6,3.7,27.1,25.2,24.3,22.46,Low,0
2020-08-24 12:00:00,23.3,30.5,10.0,330.0,996.6,0.0,23.6,22.4,20.2,18.58,Low,0
2020-08-24 18:00:00,29.2,66.7,2.2,350.0,1002.4,0.9,32.3,29.0,33.7,32.32,Moderate,0
2020-08-25 00:00:00,33.7,35.6,4.6,933.0,1011.2,5.9,34.9,32.5,34.9,32.21,Moderate,0
2020-08-25 06:00:00,35.7,57.8,20.3,909.0,998.0,1.6,36.2,35.1,38.9,33.83,Moderate,0
2020-08-25 12:00:00,32.3,60.9,6.3,581.0,1011.5,0.7,34.6,31.8,36.8,33.1,Moderate,0
2020-08-25 18:00:00,36.5,41.3,18.7,421.0,1010.5,0.2,36.3,34.7,37.2,26.24,Low,0
2020-08-26 00:00:00,25.2,91.1,8.7,892.0,1002.3,5.0,28.7,26.8,29.1,40.81,High,0
2020-08-26 06:00:00,44.1,83.2,14.8,376.0,1016.6,0.0,46.5,43.0,62.2,40.51,High,1
2020-08-26 12:00:00,33.4,74.2,3.7,607.0,1005.8,1.7,36.7,33.3,41.2,37.99,Moderate,0
2020-08-26 18:00:00,41.8,25.8,13.4,888.0,1016.0,3.2,41.5,39.4,42.1,30.36,Moderate,0
2020-08-27 00:00:00,36.4,28.0,1.1,341.0,1022.9,0.0,37.7,34.1,37.8,25.72,Low,0
2020-08-27 06:00:00,37.2,57.0,6.7,757.0,1002.6,1.9,39.2,36.2,43.8,35.99,Moderate,0
2020-08-27 12:00:00,38.0,32.1,21.0,680.0,1011.4,10.1,37.1,36.0,36.9,29.56,Moderate,0
2020-08-27 18:00:00,37.1,93.4,9.6,540.0,998.6,1.5,40.6,37.2,50.6,42.7,High,0
2020-08-28 00:00:00,38.5,31.9,4.5,302.0,994.7,0.8,39.6,36.1,40.8,26.94,Low,0
2020-08-28 06:00:00,43.3,56.6,19.9,369.0,1003.0,3.1,43.7,41.3,51.8,33.51,Moderate,1
2020-08-28 12:00:00,35.4,47.3,32.5,622.0,991.4,1.2,33.9,34.1,34.0,26.34,Low,0
2020-08-28 18:00:00,39.0,68.0,7.8,194.0,995.6,2.1,41.5,37.7,49.1,35.18,Moderate,0
2020-08-29 00:00:00,33.4,29.7,2.3,583.0,1010.9,1.3,34.6,31.7,34.0,26.82,Low,0
2020-08-29 06:00:00,44.1,52.3,9.7,685.0,999.9,0.1,45.6,42.2,53.9,36.15,Moderate,1
2020-08-29 12:00:00,29.3,40.6,15.4,796.0,1012.1,0.4,29.5,28.6,27.7,26.36,Low,0
2020-08-29 18:00:00,46.6,86.6,8.1,200.0,1008.0,0.1,50.0,45.2,70.6,42.54,High,1
2020-08-30 00:00:00,33.7,23.0,1.3,879.0,1023.5,0.2,34.7,32.0,33.4,27.32,Low,0
2020-08-30 06:00:00,24.0,88.5,14.4,974.0,1010.2,0.0,26.7,25.7,25.9,37.35,Moderate,0
2020-08-30 12:00:00,34.9,82.5,5.3,653.0,1016.1,0.8,38.4,35.0,45.0,40.45,High,0
2020-08-30 18:00:00,29.2,42.3,6.7,290.0,1009.0,0.3,30.5,28.1,29.5,24.66,Low,0
2020-08-31 00:00:00,39.9,79.2,2.4,468.0,1008.1,2.9,43.6,39.2,54.5,41.8,High,0
2020-08-31 06:00:00,29.4,22.3,0.8,538.0,1016.6,2.1,30.4,27.8,28.3,23.42,Low,0
2020-08-31 12:00:00,30.9,92.5,3.6,618.0,1011.7,1.3,35.1,31.7,39.8,41.4,High,0
2020-08-31 18:00:00,20.8,59.5,6.2,555.0,1007.1,1.0,23.0,21.4,20.4,27.51,Low,0
2020-09-01 00:00:00,30.8,42.7,6.1,620.0,1007.1,0.4,32.2,29.8,31.9,28.11,Moderate,0
2020-09-01 06:00:00,18.0,47.2,23.9,527.0,1010.4,1.0,17.5,18.4,12.6,19.42,Low,0
2020-09-01 12:00:00,22.9,25.0,4.0,616.0,998.3,1.5,23.7,22.1,20.4,20.9,Low,0
2020-09-01 18:00:00,39.3,94.2,17.7,435.0,997.9,2.3,41.9,39.1,53.9,41.76,High,0
2020-09-02 00:00:00,39.5,22.9,10.3,465.0,1019.3,0.1,39.4,36.8,38.9,24.96,Low,0
2020-09-02 06:00:00,37.0,69.1,26.1,406.0,1023.6,1.8,37.3,36.1,42.2,32.38,Moderate,0
2020-09-02 12:00:00,27.2,53.2,8.8,1029.0,995.7,2.0,28.8,27.4,27.8,32.2,Moderate,0
2020-09-02 18:00:00,33.7,91.2,1.5,916.0,998.3,1.2,38.1,34.4,45.1,44.96,High,0
2020-09-03 00:00:00,34.0,38.4,8.3,689.0,1016.4,0.4,34.9,32.6,35.1,28.55,Moderate,0
2020-09-03 06:00:00,25.9,59.9,0.9,881.0,1010.3,1.2,28.8,26.3,28.3,33.48,Moderate,0
2020-09-03 12:00:00,44.5,56.2,3.6,750.0,1011.8,1.0,46.9,42.8,57.0,39.33,High,1
2020-09-03 18:00:00,40.1,72.7,8.4,595.0,1014.0,1.0,42.7,39.2,52.2,39.35,High,1
2020-09-04 00:00:00,32.5,25.1,8.5,174.0,1002.6,0.9,32.7,30.3,30.9,20.82,Low,0
2020-09-04 06:00:00,34.2,34.5,17.3,484.0,1008.3,0.2,33.8,32.5,32.9,24.26,Low,0
2020-09-04 12:00:00,35.5,36.1,12.6,466.0,1007.5,0.3,35.8,33.7,35.9,26.08,Low,0
2020-09-04 18:00:00,19.7,75.4,24.5,267.0,996.4,0.2,20.5,20.6,16.6,24.89,Low,0
